id,female,region,academic_qual,dob,age,numchild
2806,0,south east,GCSE/CSE/OLevel,1969,22,0
2807,1,south east,ALevel,1972,19,0
2808,1,south east,GCSE/CSE/OLevel,1962,29,3
2809,0,south east,ALevel,1963,28,3
2810,1,south east,GCSE/CSE/OLevel,1966,25,2
2811,1,south east,None,1954,37,2
2812,0,south east,ALevel,1960,31,0
2813,1,south east,None,1923,68,0
2814,0,south east,NA,1929,62,0
2815,1,south east,GCSE/CSE/OLevel,1962,29,1
2816,0,south east,None,1962,29,1
2817,0,south east,GCSE/CSE/OLevel,1957,34,2
2818,1,south east,GCSE/CSE/OLevel,1958,33,2
2819,1,south east,None,1926,65,0
2820,1,south east,None,1907,84,0
2821,0,south east,None,1919,72,0
2822,1,south east,NA,1925,66,0
2823,0,south east,None,1946,45,1
2824,1,south east,GCSE/CSE/OLevel,1948,42,1
2825,1,south east,GCSE/CSE/OLevel,1946,45,0
2826,0,south east,GCSE/CSE/OLevel,1946,45,0
2827,0,south east,GCSE/CSE/OLevel,1975,16,0
2828,1,south east,GCSE/CSE/OLevel,1962,29,1
2829,0,south east,GCSE/CSE/OLevel,1963,28,1
2830,0,south east,None,1928,63,0
2831,1,south east,None,1937,54,0
2832,0,south east,GCSE/CSE/OLevel,1937,54,0
2833,1,south east,GCSE/CSE/OLevel,1941,50,0
2834,1,south east,GCSE/CSE/OLevel,1970,21,0
2835,0,south east,ALevel,1950,40,2
2836,1,south east,None,1954,37,2
2837,0,south east,GCSE/CSE/OLevel,1958,33,3
2838,1,south east,GCSE/CSE/OLevel,1961,30,3
2839,0,south east,GCSE/CSE/OLevel,1943,48,2
2840,1,south east,None,1946,45,2
2841,0,south east,GCSE/CSE/OLevel,1958,33,0
2842,0,south east,ALevel,1930,61,0
2843,1,south east,GCSE/CSE/OLevel,1935,56,0
2844,0,south east,GCSE/CSE/OLevel,1969,22,0
2845,1,south east,GCSE/CSE/OLevel,1971,20,0
2846,1,south east,None,1920,71,0
2847,1,south east,Degree +,1964,27,0
2848,0,south east,ALevel,1962,29,0
2849,1,south east,ALevel,1964,27,0
2850,0,south east,ALevel,1971,20,0
2851,0,south east,ALevel,1972,19,0
2852,0,south east,ALevel,1971,20,0
2853,1,south east,ALevel,1972,19,0
2854,1,south east,ALevel,1969,21,0
2855,0,south east,ALevel,1972,19,0
2856,0,south east,GCSE/CSE/OLevel,1943,48,0
2857,1,south east,GCSE/CSE/OLevel,1947,44,0
2858,1,south east,ALevel,1967,24,0
2859,1,south east,GCSE/CSE/OLevel,1973,18,0
2860,0,south east,None,1941,50,0
2861,1,south east,None,1939,52,0
2862,0,south east,NA,1947,44,1
2863,1,south east,None,1949,42,1
2864,0,south east,NA,1974,17,1
2865,0,south east,Degree +,1951,40,3
2866,1,south east,Degree +,1948,43,3
2867,1,south east,GCSE/CSE/OLevel,1950,41,0
2868,0,south east,GCSE/CSE/OLevel,1947,44,0
2869,0,south east,GCSE/CSE/OLevel,1974,17,0
2870,0,south east,GCSE/CSE/OLevel,1974,17,0
2871,0,south east,ALevel,1957,34,0
2872,0,south east,Degree +,1942,49,0
2873,1,south east,None,1941,50,0
2874,0,south east,NA,1967,24,0
2875,1,south east,None,1942,49,0
2876,0,south east,None,1941,50,0
2877,1,south east,None,1946,45,0
2878,1,south east,GCSE/CSE/OLevel,1971,20,0
2879,0,south east,GCSE/CSE/OLevel,1968,23,0
2880,1,south east,GCSE/CSE/OLevel,1969,22,0
2881,0,south east,None,1952,38,0
2882,1,south east,ALevel,1955,36,0
2883,1,south east,None,1951,40,1
2884,1,south east,GCSE/CSE/OLevel,1972,19,1
2885,1,south east,None,1974,17,1
2886,1,south east,None,1906,85,0
2887,0,south east,ALevel,1968,22,0
2888,1,south east,ALevel,1970,21,0
2889,0,south east,None,1947,44,1
2890,1,south east,Degree +,1948,43,1
2891,1,south east,None,1975,16,1
2892,0,south east,None,1937,54,0
2893,1,south east,None,1936,55,0
2894,0,south east,None,1919,72,0
2895,1,south east,None,1922,68,0
2896,0,south east,GCSE/CSE/OLevel,1960,31,0
2897,1,south east,GCSE/CSE/OLevel,1971,20,0
2898,0,south east,Degree +,1963,28,0
2899,1,south east,GCSE/CSE/OLevel,1962,29,0
2900,1,south east,None,1916,75,0
2901,0,south east,None,1927,64,0
2902,1,south east,None,1934,57,0
2903,0,south east,None,1910,81,0
2904,1,south east,NA,1908,83,0
2905,0,south east,Degree +,1953,38,0
2906,1,south east,GCSE/CSE/OLevel,1963,28,0
2907,0,south east,None,1918,73,0
2908,1,south east,GCSE/CSE/OLevel,1919,71,0
2909,1,south east,GCSE/CSE/OLevel,1934,57,0
2910,0,south east,None,1936,55,0
2911,1,south east,GCSE/CSE/OLevel,1965,26,0
2912,0,south east,GCSE/CSE/OLevel,1971,20,0
2913,0,south east,Degree +,1960,31,0
2914,1,south east,GCSE/CSE/OLevel,1969,22,0
2915,0,south east,Degree +,1951,40,2
2916,1,south east,None,1954,37,2
2917,0,south east,None,1939,52,0
2918,1,south east,None,1939,52,0
2919,0,south east,GCSE/CSE/OLevel,1962,29,1
2920,1,south east,GCSE/CSE/OLevel,1968,23,1
2921,0,south east,NA,1944,47,0
2922,1,south east,None,1947,44,0
2923,0,south east,GCSE/CSE/OLevel,1968,23,1
2924,1,south east,GCSE/CSE/OLevel,1968,23,1
2925,0,south east,ALevel,1947,44,1
2926,1,south east,GCSE/CSE/OLevel,1953,38,1
2927,1,south east,ALevel,1974,17,1
2928,0,south east,GCSE/CSE/OLevel,1918,73,0
2929,1,south east,ALevel,1959,32,1
2930,0,south east,None,1924,67,0
2931,1,south east,None,1927,64,0
2932,1,south east,None,1941,50,0
2933,1,south east,ALevel,1947,44,1
2934,0,south east,None,1952,39,1
2935,0,south east,Degree +,1955,36,0
2936,1,south east,Degree +,1960,31,0
2937,1,south east,None,1920,71,0
2938,1,south east,GCSE/CSE/OLevel,1960,30,4
2939,0,south east,GCSE/CSE/OLevel,1962,29,4
2940,1,south east,None,1950,41,1
2941,0,south east,NA,1947,44,2
2942,1,south east,GCSE/CSE/OLevel,1951,40,2
2943,1,south east,GCSE/CSE/OLevel,1974,17,2
2944,0,south east,NA,1941,50,1
2945,1,south east,None,1943,48,1
2946,0,south east,None,1914,77,1
2947,0,south east,Degree +,1944,47,0
2948,0,south east,None,1928,63,0
2949,0,south east,Degree +,1932,59,0
2950,1,south east,None,1933,58,0
2951,0,south east,NA,1954,37,0
2952,0,south east,ALevel,1948,43,2
2953,1,south east,GCSE/CSE/OLevel,1949,42,2
2954,0,south east,None,1948,43,1
2955,1,south east,GCSE/CSE/OLevel,1951,39,1
2956,1,south east,ALevel,1972,19,1
2957,0,south east,GCSE/CSE/OLevel,1974,17,1
2958,0,south east,None,1944,47,0
2959,1,south east,NA,1953,38,0
2960,0,south west,GCSE/CSE/OLevel,1922,69,0
2961,1,south west,GCSE/CSE/OLevel,1925,66,0
2962,1,south west,None,1912,79,0
2963,0,south west,GCSE/CSE/OLevel,1929,62,0
2964,1,south west,GCSE/CSE/OLevel,1932,59,0
2965,0,south west,GCSE/CSE/OLevel,1964,27,2
2966,1,south west,GCSE/CSE/OLevel,1966,24,2
2967,1,south west,None,1945,46,0
2968,1,south west,GCSE/CSE/OLevel,1972,18,0
2969,0,south west,GCSE/CSE/OLevel,1974,17,0
2970,0,south west,None,1973,18,0
2971,0,south west,GCSE/CSE/OLevel,1947,44,0
2972,1,south west,None,1949,42,0
2973,0,south west,GCSE/CSE/OLevel,1972,19,0
2974,1,south west,GCSE/CSE/OLevel,1974,16,0
2975,0,south west,None,1907,84,0
2976,1,south west,None,1915,76,0
2977,1,south west,None,1922,69,0
2978,1,south west,None,1908,83,0
2979,0,south west,GCSE/CSE/OLevel,1959,31,2
2980,1,south west,GCSE/CSE/OLevel,1957,34,2
2981,0,south west,GCSE/CSE/OLevel,1954,37,3
2982,1,south west,ALevel,1955,36,3
2983,1,south west,ALevel,1944,47,0
2984,0,south west,GCSE/CSE/OLevel,1960,31,1
2985,1,south west,GCSE/CSE/OLevel,1961,30,1
2986,1,south west,GCSE/CSE/OLevel,1932,59,0
2987,0,south west,None,1936,55,0
2988,1,south west,None,1949,42,1
2989,1,south west,NA,1975,16,1
2990,1,west midlands,None,1947,44,0
2991,1,south west,NA,1910,81,0
2992,1,south west,None,1943,48,0
2993,0,south west,None,1938,53,0
2994,0,west midlands,Degree +,1920,71,1
2995,1,west midlands,ALevel,1940,51,1
2996,1,west midlands,GCSE/CSE/OLevel,1941,50,1
2997,1,south east,ALevel,1931,60,0
2998,1,south west,Degree +,1909,82,0
2999,1,south west,None,1918,73,0
3000,0,south west,GCSE/CSE/OLevel,1920,71,0
3001,1,south west,None,1923,68,0
3002,0,south west,NA,1959,32,0
3003,1,south west,None,1908,83,0
3004,1,south west,GCSE/CSE/OLevel,1947,44,1
3005,1,south west,GCSE/CSE/OLevel,1974,17,1
3006,0,south west,Degree +,1935,53,0
3007,1,south west,GCSE/CSE/OLevel,1942,49,0
3008,0,south west,None,1909,82,0
3009,0,south west,GCSE/CSE/OLevel,1923,68,0
3010,1,south west,GCSE/CSE/OLevel,1923,68,0
3011,0,south west,Degree +,1949,42,3
3012,1,south west,GCSE/CSE/OLevel,1949,42,3
3013,0,south west,GCSE/CSE/OLevel,1940,51,0
3014,1,south west,None,1940,50,0
3015,0,south west,ALevel,1970,21,0
3016,0,south west,Degree +,1929,62,0
3017,1,south west,GCSE/CSE/OLevel,1952,39,0
3018,0,south west,Degree +,1930,61,0
3019,1,south west,None,1932,59,0
3020,1,south west,None,1919,72,0
3021,0,south west,GCSE/CSE/OLevel,1931,59,0
3022,1,south west,GCSE/CSE/OLevel,1932,59,0
3023,0,south west,NA,1963,28,2
3024,1,south west,GCSE/CSE/OLevel,1965,26,2
3025,0,south west,NA,1940,51,0
3026,1,south west,None,1941,50,0
3027,1,south west,None,1920,71,0
3028,0,south west,NA,1948,43,1
3029,1,south west,GCSE/CSE/OLevel,1950,41,1
3030,0,south west,GCSE/CSE/OLevel,1975,16,1
3031,0,south west,None,1954,37,1
3032,1,south west,None,1956,35,1
3033,0,south west,None,1975,16,1
3034,0,south west,GCSE/CSE/OLevel,1946,45,1
3035,1,south west,GCSE/CSE/OLevel,1950,41,1
3036,0,south west,GCSE/CSE/OLevel,1973,18,1
3037,0,south west,None,1975,16,1
3038,0,south west,ALevel,1958,33,1
3039,1,south west,GCSE/CSE/OLevel,1951,40,1
3040,0,south west,GCSE/CSE/OLevel,1929,62,0
3041,1,south west,None,1930,61,0
3042,0,south west,NA,1900,91,0
3043,0,south west,ALevel,1921,70,0
3044,1,south west,ALevel,1924,67,0
3045,1,south west,None,1913,78,0
3046,0,south west,None,1940,51,0
3047,1,south west,Degree +,1941,50,0
3048,0,south west,Degree +,1965,26,0
3049,0,south west,GCSE/CSE/OLevel,1932,59,0
3050,0,south west,None,1947,44,3
3051,1,south west,ALevel,1953,38,3
3052,0,south west,None,1939,52,1
3053,1,south west,None,1941,50,1
3054,0,south west,GCSE/CSE/OLevel,1933,58,0
3055,1,south west,GCSE/CSE/OLevel,1942,49,0
3056,0,south west,NA,1969,22,0
3057,1,south west,ALevel,1924,67,0
3058,0,south west,Degree +,1928,63,0
3059,1,south west,NA,1933,58,0
3060,1,south west,None,1931,60,0
3061,0,south west,GCSE/CSE/OLevel,1931,60,0
3062,0,south west,None,1934,57,0
3063,0,south west,None,1944,47,2
3064,0,south west,None,1975,16,2
3065,0,south west,GCSE/CSE/OLevel,1964,27,2
3066,1,south west,GCSE/CSE/OLevel,1971,20,2
3067,0,south west,GCSE/CSE/OLevel,1948,43,1
3068,1,south west,GCSE/CSE/OLevel,1947,44,1
3069,0,south west,GCSE/CSE/OLevel,1972,19,1
3070,0,south west,GCSE/CSE/OLevel,1974,17,1
3071,1,south west,GCSE/CSE/OLevel,1961,30,2
3072,0,south west,None,1930,61,0
3073,1,south west,None,1939,52,0
3074,0,south west,None,1920,71,0
3075,1,south west,GCSE/CSE/OLevel,1918,72,0
3076,1,south west,None,1909,82,0
3077,0,south west,GCSE/CSE/OLevel,1952,39,2
3078,1,south west,Degree +,1954,37,2
3079,0,south west,GCSE/CSE/OLevel,1947,44,1
3080,1,south west,None,1946,45,1
3081,1,south west,GCSE/CSE/OLevel,1974,17,1
3082,1,south west,GCSE/CSE/OLevel,1920,71,0
3083,0,south west,GCSE/CSE/OLevel,1961,30,0
3084,0,south west,None,1929,62,0
3085,0,south west,None,1924,67,0
3086,1,south west,None,1925,65,0
3087,0,south west,None,1939,51,0
3088,0,south west,GCSE/CSE/OLevel,1948,43,1
3089,1,south west,GCSE/CSE/OLevel,1948,43,1
3090,0,south west,ALevel,1972,19,1
3091,0,south west,None,1921,69,0
3092,1,south west,None,1927,64,0
3093,0,south west,None,1923,68,0
3094,1,south west,None,1927,64,0
3095,1,south west,ALevel,1958,33,0
3096,0,south west,Degree +,1947,44,2
3097,1,south west,Degree +,1954,37,2
3098,0,south west,None,1927,64,0
3099,1,south west,GCSE/CSE/OLevel,1930,61,0
3100,0,south west,None,1933,58,0
3101,1,south west,GCSE/CSE/OLevel,1935,56,0
3102,0,south west,None,1935,56,0
3103,1,south west,None,1936,55,0
3104,1,south west,GCSE/CSE/OLevel,1961,30,2
3105,0,south west,None,1947,44,1
3106,1,south west,GCSE/CSE/OLevel,1949,42,1
3107,1,south west,GCSE/CSE/OLevel,1975,16,1
3108,1,south west,ALevel,1953,38,4
3109,0,south west,ALevel,1953,38,4
3110,0,south west,GCSE/CSE/OLevel,1962,29,1
3111,1,south west,GCSE/CSE/OLevel,1967,24,1
3112,1,south west,None,1944,47,0
3113,0,south west,GCSE/CSE/OLevel,1935,56,0
3114,0,south west,ALevel,1965,26,0
3115,1,south west,None,1968,23,0
3116,0,south west,GCSE/CSE/OLevel,1967,24,2
3117,1,south west,GCSE/CSE/OLevel,1969,22,2
3118,0,south west,None,1925,66,0
3119,1,south west,None,1929,62,0
3120,0,south west,NA,1959,32,1
3121,1,south west,GCSE/CSE/OLevel,1962,28,1
3122,0,south west,Degree +,1943,48,1
3123,1,south west,None,1949,42,1
3124,0,south west,None,1974,17,1
3125,0,south west,GCSE/CSE/OLevel,1949,42,1
3126,1,south west,GCSE/CSE/OLevel,1950,41,1
3127,1,south west,ALevel,1972,19,1
3128,1,south west,GCSE/CSE/OLevel,1975,16,1
3129,0,south west,ALevel,1962,29,2
3130,1,south west,GCSE/CSE/OLevel,1964,27,2
3131,1,south west,None,1920,71,0
3132,0,south west,None,1911,80,0
3133,1,south west,GCSE/CSE/OLevel,1918,73,0
3134,0,south west,ALevel,1942,49,2
3135,1,south west,GCSE/CSE/OLevel,1957,34,2
3136,1,south west,None,1940,51,0
3137,0,south west,None,1940,51,0
3138,0,south west,None,1911,79,0
3139,1,south west,None,1924,67,0
3140,0,south west,Degree +,1923,68,0
3141,0,south west,None,1909,82,0
3142,0,south west,None,1920,71,0
3143,1,south west,None,1921,70,0
3144,0,south west,GCSE/CSE/OLevel,1908,83,0
3145,1,south west,None,1924,67,0
3146,0,south west,None,1938,53,0
3147,1,south west,None,1941,50,0
3148,1,south west,None,1940,51,0
3149,0,south west,GCSE/CSE/OLevel,1974,17,0
3150,1,south west,None,1934,57,0
3151,0,south west,ALevel,1934,57,0
3152,1,south west,None,1959,32,0
3153,0,south west,GCSE/CSE/OLevel,1948,43,1
3154,1,south west,GCSE/CSE/OLevel,1950,41,1
3155,1,south west,GCSE/CSE/OLevel,1973,18,1
3156,1,south west,GCSE/CSE/OLevel,1974,17,1
3157,1,south west,None,1941,50,0
3158,0,south west,GCSE/CSE/OLevel,1963,28,0
3159,1,south west,GCSE/CSE/OLevel,1974,17,0
3160,0,south west,ALevel,1934,57,0
3161,1,south west,ALevel,1935,56,0
3162,1,south west,None,1923,68,0
3163,0,south west,Degree +,1943,48,0
3164,1,south west,None,1944,47,0
3165,0,south west,ALevel,1969,22,0
3166,0,south west,GCSE/CSE/OLevel,1960,31,0
3167,1,south west,None,1914,77,0
3168,0,south west,ALevel,1971,20,0
3169,1,south west,GCSE/CSE/OLevel,1973,18,0
3170,0,south west,None,1932,59,0
3171,0,south west,GCSE/CSE/OLevel,1961,30,2
3172,1,south west,GCSE/CSE/OLevel,1965,26,2
3173,0,south west,Degree +,1959,32,1
3174,1,south west,Degree +,1963,28,1
3175,0,south west,ALevel,1959,32,0
3176,1,south west,ALevel,1964,27,0
3177,1,south west,Degree +,1958,33,3
3178,0,south west,GCSE/CSE/OLevel,1961,30,3
3179,1,south west,None,1922,69,0
3180,0,south west,GCSE/CSE/OLevel,1942,49,0
3181,1,south west,GCSE/CSE/OLevel,1944,46,0
3182,1,south west,GCSE/CSE/OLevel,1959,32,2
3183,0,south west,GCSE/CSE/OLevel,1962,29,2
3184,0,south west,ALevel,1923,68,0
3185,1,south west,None,1927,64,0
3186,0,south west,NA,1945,45,2
3187,1,south west,ALevel,1949,42,3
3188,0,south west,ALevel,1951,40,3
3189,0,south west,ALevel,1960,31,0
3190,0,south west,GCSE/CSE/OLevel,1969,22,0
3191,0,south west,None,1937,54,0
3192,1,south west,GCSE/CSE/OLevel,1940,51,0
3193,1,south west,None,1934,57,0
3194,0,south west,Degree +,1945,46,3
3195,1,south west,GCSE/CSE/OLevel,1960,31,3
3196,1,south west,Degree +,1952,39,3
3197,0,south west,ALevel,1954,37,3
3198,0,south west,None,1959,32,1
3199,1,south west,GCSE/CSE/OLevel,1960,31,1
3200,1,south west,Degree +,1954,37,2
3201,0,south west,Degree +,1958,33,2
3202,0,south west,None,1935,56,0
3203,1,south west,Degree +,1944,47,0
3204,0,south west,ALevel,1969,22,0
3205,0,south west,GCSE/CSE/OLevel,1971,20,0
3206,1,south west,None,1913,78,0
3207,0,south west,None,1914,77,0
3208,0,south west,ALevel,1957,34,0
3209,1,south west,ALevel,1962,29,0
3210,1,south west,None,1924,67,0
3211,0,south west,Degree +,1938,53,0
3212,1,south west,Degree +,1940,51,0
3213,0,south west,NA,1970,21,0
3214,1,south west,Degree +,1968,23,0
3215,0,south west,ALevel,1953,38,2
3216,1,south west,GCSE/CSE/OLevel,1957,34,2
3217,1,south west,GCSE/CSE/OLevel,1961,30,0
3218,1,south west,Degree +,1947,44,1
3219,0,south west,ALevel,1947,44,1
3220,1,south west,GCSE/CSE/OLevel,1924,67,0
3221,0,south west,None,1924,67,0
3222,0,south west,None,1942,49,0
3223,1,south west,GCSE/CSE/OLevel,1945,46,0
3224,0,south west,GCSE/CSE/OLevel,1969,22,0
3225,0,south west,ALevel,1971,20,0
3226,0,south west,GCSE/CSE/OLevel,1974,17,0
3227,1,south west,None,1947,44,2
3228,0,south west,None,1947,44,2
3229,0,south west,GCSE/CSE/OLevel,1971,20,2
3230,0,south west,GCSE/CSE/OLevel,1973,18,2
3231,1,south west,GCSE/CSE/OLevel,1961,30,3
3232,0,south west,GCSE/CSE/OLevel,1940,51,1
3233,1,south west,None,1942,48,1
3234,0,south west,None,1928,63,0
3235,1,south west,None,1937,54,0
3236,1,south west,GCSE/CSE/OLevel,1954,37,2
3237,0,south west,GCSE/CSE/OLevel,1965,26,2
3238,1,south west,ALevel,1967,24,2
3239,0,south west,GCSE/CSE/OLevel,1958,33,0
3240,1,south west,Degree +,1960,31,0
3241,0,south west,GCSE/CSE/OLevel,1938,53,0
3242,1,south west,None,1938,52,0
3243,1,south west,Degree +,1968,23,0
3244,1,south west,None,1939,52,0
3245,0,south west,Degree +,1955,35,1
3246,1,south west,Degree +,1957,34,1
3247,1,south west,GCSE/CSE/OLevel,1931,60,0
3248,1,south west,ALevel,1972,19,0
3249,0,south west,None,1941,50,0
3250,1,south west,GCSE/CSE/OLevel,1942,49,0
3251,0,south west,Degree +,1950,41,5
3252,1,south west,ALevel,1951,40,5
3253,1,south west,None,1949,42,0
3254,0,south west,GCSE/CSE/OLevel,1961,30,0
3255,0,west midlands,Degree +,1927,64,0
3256,1,west midlands,Degree +,1930,61,0
3257,0,west midlands,None,1923,68,0
3258,0,west midlands,ALevel,1939,51,0
3259,1,west midlands,GCSE/CSE/OLevel,1944,47,0
3260,0,west midlands,GCSE/CSE/OLevel,1967,24,0
3261,1,west midlands,GCSE/CSE/OLevel,1969,22,0
3262,0,west midlands,Degree +,1944,47,1
3263,1,south west,None,1938,53,0
3264,0,south west,ALevel,1967,24,0
3265,0,south west,ALevel,1969,22,0
3266,0,west midlands,Degree +,1958,33,0
3267,1,south west,None,1942,49,0
3268,0,south west,Degree +,1958,33,1
3269,1,south west,Degree +,1958,33,1
3270,0,south west,Degree +,1935,56,0
3271,1,south west,ALevel,1940,51,0
3272,0,south west,None,1951,40,2
3273,1,south west,None,1963,28,2
3274,0,south west,GCSE/CSE/OLevel,1973,18,2
3275,0,south west,NA,1903,88,0
3276,1,south west,None,1912,79,0
3277,0,south west,ALevel,1952,39,0
3278,0,south west,ALevel,1954,37,2
3279,1,south west,GCSE/CSE/OLevel,1955,36,2
3280,0,south west,GCSE/CSE/OLevel,1938,53,0
3281,1,south west,None,1939,52,0
3282,0,south west,GCSE/CSE/OLevel,1963,28,0
3283,0,south west,GCSE/CSE/OLevel,1971,20,0
3284,1,south west,None,1964,27,2
3285,1,south west,None,1949,42,1
3286,0,south west,GCSE/CSE/OLevel,1973,18,1
3287,1,south west,None,1921,70,0
3288,1,south west,None,1921,70,0
3289,0,south west,None,1923,68,0
3290,1,south west,None,1906,85,0
3291,1,south west,GCSE/CSE/OLevel,1964,27,0
3292,1,south west,None,1946,45,0
3293,0,south west,NA,1947,44,0
3294,0,south west,GCSE/CSE/OLevel,1974,17,0
3295,0,south west,GCSE/CSE/OLevel,1935,56,0
3296,1,south west,Degree +,1939,52,0
3297,1,south west,None,1913,78,0
3298,0,south west,None,1944,47,0
3299,0,south west,Degree +,1961,30,0
3300,0,south west,GCSE/CSE/OLevel,1957,34,2
3301,1,south west,GCSE/CSE/OLevel,1957,33,2
3302,0,south west,None,1930,61,0
3303,1,south west,None,1932,59,0
3304,0,south west,None,1958,33,0
3305,0,south west,None,1928,63,0
3306,1,south west,GCSE/CSE/OLevel,1937,54,0
3307,0,south west,None,1956,35,2
3308,0,south west,ALevel,1968,23,0
3309,0,south west,None,1930,61,0
3310,1,south west,GCSE/CSE/OLevel,1941,49,0
3311,1,south west,NA,1910,81,0
3312,1,south west,GCSE/CSE/OLevel,1954,37,2
3313,0,south west,GCSE/CSE/OLevel,1955,36,2
3314,0,south west,ALevel,1959,32,2
3315,1,south west,GCSE/CSE/OLevel,1960,31,2
