id,female,region,academic_qual,dob,age,numchild
5753,0,west midlands,None,1928,63,0
5754,0,west midlands,None,1928,63,0
5755,1,west midlands,None,1931,60,0
5756,1,west midlands,None,1965,26,4
5757,0,west midlands,ALevel,1961,30,4
5758,0,west midlands,None,1923,68,0
5759,1,west midlands,None,1928,63,0
5760,1,west midlands,ALevel,1959,32,1
5761,0,west midlands,ALevel,1946,45,3
5762,1,west midlands,None,1951,40,3
5763,0,west midlands,None,1975,16,3
5764,0,west midlands,GCSE/CSE/OLevel,1946,45,0
5765,1,west midlands,Degree +,1947,44,0
5766,0,west midlands,GCSE/CSE/OLevel,1959,32,4
5767,1,west midlands,GCSE/CSE/OLevel,1960,31,4
5768,1,west midlands,None,1946,45,2
5769,0,west midlands,Degree +,1947,44,2
5770,0,west midlands,ALevel,1947,43,2
5771,1,west midlands,None,1951,40,2
5772,0,west midlands,None,1918,73,0
5773,1,west midlands,GCSE/CSE/OLevel,1925,65,0
5774,1,west midlands,None,1922,69,0
5775,1,west midlands,None,1926,64,0
5776,0,west midlands,GCSE/CSE/OLevel,1958,33,4
5777,1,west midlands,GCSE/CSE/OLevel,1959,32,4
5778,0,west midlands,GCSE/CSE/OLevel,1967,24,0
5779,1,west midlands,GCSE/CSE/OLevel,1967,24,0
5780,0,west midlands,Degree +,1948,43,0
5781,1,west midlands,Degree +,1949,42,0
5782,0,west midlands,None,1923,68,0
5783,0,west midlands,None,1955,36,2
5784,1,west midlands,GCSE/CSE/OLevel,1961,30,2
5785,1,west midlands,GCSE/CSE/OLevel,1958,33,0
5786,0,west midlands,None,1956,35,0
5787,1,west midlands,None,1953,38,0
5788,1,west midlands,None,1927,64,0
5789,0,west midlands,None,1926,65,0
5790,1,west midlands,GCSE/CSE/OLevel,1972,19,0
5791,0,west midlands,ALevel,1946,45,1
5792,1,west midlands,Degree +,1949,42,1
5793,0,west midlands,GCSE/CSE/OLevel,1974,17,1
5794,1,west midlands,None,1970,21,2
5795,0,west midlands,None,1911,80,0
5796,1,west midlands,None,1913,78,0
5797,0,north west,ALevel,1960,31,0
5798,1,west midlands,GCSE/CSE/OLevel,1953,38,0
5799,0,west midlands,ALevel,1971,20,0
5800,1,west midlands,GCSE/CSE/OLevel,1972,19,0
5801,1,west midlands,GCSE/CSE/OLevel,1975,16,0
5802,1,west midlands,GCSE/CSE/OLevel,1941,50,0
5803,0,west midlands,ALevel,1941,50,0
5804,1,west midlands,GCSE/CSE/OLevel,1965,26,0
5805,0,west midlands,ALevel,1972,19,0
5806,0,west midlands,None,1953,38,2
5807,1,west midlands,None,1956,35,2
5808,0,west midlands,GCSE/CSE/OLevel,1947,44,1
5809,1,west midlands,None,1948,43,1
5810,0,west midlands,GCSE/CSE/OLevel,1974,17,1
5811,0,west midlands,None,1949,42,0
5812,0,west midlands,ALevel,1969,22,0
5813,0,west midlands,None,1916,75,0
5814,1,west midlands,None,1917,74,0
5815,0,west midlands,None,1918,73,0
5816,1,west midlands,NA,1917,74,0
5817,0,west midlands,GCSE/CSE/OLevel,1965,26,2
5818,1,west midlands,GCSE/CSE/OLevel,1963,28,2
5819,0,west midlands,Degree +,1938,53,0
5820,1,west midlands,None,1939,52,0
5821,0,west midlands,None,1967,24,0
5822,0,west midlands,GCSE/CSE/OLevel,1970,21,1
5823,1,west midlands,GCSE/CSE/OLevel,1972,19,1
5824,0,west midlands,GCSE/CSE/OLevel,1965,26,2
5825,1,west midlands,GCSE/CSE/OLevel,1965,26,2
5826,1,west midlands,None,1956,34,1
5827,1,west midlands,GCSE/CSE/OLevel,1975,16,1
5828,0,west midlands,ALevel,1943,48,0
5829,1,west midlands,Degree +,1946,45,0
5830,1,west midlands,GCSE/CSE/OLevel,1975,16,0
5831,1,west midlands,None,1927,64,0
5832,0,west midlands,None,1944,46,2
5833,1,west midlands,GCSE/CSE/OLevel,1948,43,2
5834,1,west midlands,Degree +,1945,45,1
5835,0,west midlands,GCSE/CSE/OLevel,1974,17,1
5836,0,west midlands,Degree +,1955,36,1
5837,1,west midlands,GCSE/CSE/OLevel,1955,36,1
5838,0,west midlands,None,1946,45,0
5839,1,west midlands,None,1946,45,0
5840,0,west midlands,ALevel,1968,22,0
5841,0,west midlands,Degree +,1967,24,0
5842,1,west midlands,GCSE/CSE/OLevel,1969,22,1
5843,1,west midlands,GCSE/CSE/OLevel,1952,39,0
5844,0,west midlands,None,1919,71,0
5845,0,west midlands,GCSE/CSE/OLevel,1952,38,2
5846,1,west midlands,Degree +,1961,30,2
5847,1,west midlands,None,1915,76,0
5848,0,west midlands,GCSE/CSE/OLevel,1923,68,0
5849,0,west midlands,GCSE/CSE/OLevel,1956,34,0
5850,1,west midlands,GCSE/CSE/OLevel,1967,24,0
5851,1,west midlands,None,1946,45,0
5852,0,west midlands,None,1967,24,0
5853,0,west midlands,None,1933,57,0
5854,1,west midlands,None,1943,48,0
5855,0,west midlands,ALevel,1967,24,0
5856,0,west midlands,GCSE/CSE/OLevel,1972,19,0
5857,0,west midlands,GCSE/CSE/OLevel,1967,24,0
5858,1,west midlands,ALevel,1968,23,0
5859,1,west midlands,GCSE/CSE/OLevel,1927,64,0
5860,1,west midlands,None,1924,67,0
5861,1,west midlands,None,1942,49,1
5862,1,west midlands,GCSE/CSE/OLevel,1947,44,0
5863,0,west midlands,NA,1971,20,0
5864,1,west midlands,None,1948,43,1
5865,1,west midlands,None,1975,16,1
5866,0,west midlands,GCSE/CSE/OLevel,1942,49,0
5867,1,west midlands,None,1944,47,0
5868,0,west midlands,ALevel,1961,30,0
5869,1,west midlands,ALevel,1966,25,0
5870,0,west midlands,None,1945,46,1
5871,1,west midlands,None,1949,42,1
5872,1,west midlands,GCSE/CSE/OLevel,1972,19,1
5873,0,west midlands,ALevel,1956,35,1
5874,1,west midlands,GCSE/CSE/OLevel,1961,30,1
5875,0,west midlands,Degree +,1953,38,5
5876,1,west midlands,ALevel,1954,37,5
5877,0,west midlands,GCSE/CSE/OLevel,1960,31,0
5878,1,west midlands,GCSE/CSE/OLevel,1961,30,0
5879,0,west midlands,None,1907,83,0
5880,1,west midlands,None,1909,82,0
5881,1,west midlands,GCSE/CSE/OLevel,1960,31,2
5882,0,west midlands,None,1926,65,0
5883,1,west midlands,None,1932,59,0
5884,1,west midlands,None,1948,43,0
5885,0,west midlands,None,1945,46,0
5886,0,west midlands,GCSE/CSE/OLevel,1966,25,0
5887,1,west midlands,GCSE/CSE/OLevel,1968,23,0
5888,1,west midlands,None,1944,47,1
5889,0,west midlands,GCSE/CSE/OLevel,1974,17,1
5890,0,west midlands,None,1920,71,0
5891,1,west midlands,None,1929,62,0
5892,1,west midlands,GCSE/CSE/OLevel,1968,23,0
5893,1,west midlands,NA,1906,85,0
5894,0,west midlands,None,1928,63,0
5895,0,west midlands,None,1932,59,0
5896,0,west midlands,None,1952,39,2
5897,1,west midlands,None,1954,37,2
5898,0,west midlands,GCSE/CSE/OLevel,1973,18,2
5899,0,west midlands,None,1975,16,2
5900,0,west midlands,None,1946,45,1
5901,1,west midlands,None,1947,44,1
5902,0,west midlands,None,1945,46,0
5903,1,west midlands,None,1946,44,0
5904,1,west midlands,None,1974,17,0
5905,0,west midlands,GCSE/CSE/OLevel,1961,30,2
5906,1,west midlands,GCSE/CSE/OLevel,1969,22,2
5907,1,west midlands,None,1953,38,0
5908,0,west midlands,None,1956,35,0
5909,0,west midlands,None,1923,68,0
5910,1,west midlands,None,1929,62,0
5911,0,west midlands,ALevel,1938,53,0
5912,1,west midlands,GCSE/CSE/OLevel,1939,52,0
5913,0,west midlands,None,1972,18,0
5914,0,west midlands,ALevel,1944,47,1
5915,1,west midlands,None,1948,43,1
5916,0,west midlands,GCSE/CSE/OLevel,1960,31,3
5917,1,west midlands,GCSE/CSE/OLevel,1960,31,3
5918,0,west midlands,None,1952,38,3
5919,1,west midlands,None,1956,35,3
5920,0,west midlands,Degree +,1925,66,0
5921,1,west midlands,None,1920,71,0
5922,0,west midlands,None,1920,71,0
5923,0,west midlands,None,1965,26,0
5924,1,west midlands,GCSE/CSE/OLevel,1966,25,0
5925,1,west midlands,GCSE/CSE/OLevel,1961,30,2
5926,0,west midlands,None,1960,31,2
5927,1,west midlands,None,1933,58,0
5928,1,west midlands,None,1935,55,0
5929,1,west midlands,GCSE/CSE/OLevel,1960,31,0
5930,0,west midlands,GCSE/CSE/OLevel,1961,30,0
5931,0,west midlands,None,1966,25,0
5932,1,west midlands,GCSE/CSE/OLevel,1968,23,0
5933,1,west midlands,None,1924,67,0
5934,0,west midlands,GCSE/CSE/OLevel,1963,28,1
5935,1,west midlands,None,1964,27,1
5936,0,west midlands,Degree +,1946,45,0
5937,1,west midlands,Degree +,1947,44,0
5938,0,west midlands,None,1950,41,0
5939,1,west midlands,ALevel,1959,32,0
5940,1,west midlands,None,1916,75,0
5941,0,west midlands,ALevel,1964,27,0
5942,1,west midlands,GCSE/CSE/OLevel,1966,25,0
5943,0,west midlands,GCSE/CSE/OLevel,1960,31,0
5944,1,west midlands,None,1928,63,0
5945,1,west midlands,GCSE/CSE/OLevel,1947,44,2
5946,0,west midlands,ALevel,1948,43,2
5947,0,west midlands,GCSE/CSE/OLevel,1942,49,0
5948,1,west midlands,None,1944,47,0
5949,0,west midlands,Degree +,1948,43,0
5950,0,west midlands,GCSE/CSE/OLevel,1959,32,2
5951,1,west midlands,GCSE/CSE/OLevel,1959,32,2
5952,1,west midlands,None,1929,62,0
5953,1,west midlands,None,1933,58,0
5954,0,west midlands,GCSE/CSE/OLevel,1948,43,0
5955,0,west midlands,None,1930,61,0
5956,1,west midlands,None,1932,59,0
5957,1,west midlands,GCSE/CSE/OLevel,1969,22,1
5958,0,west midlands,None,1933,58,0
5959,1,west midlands,None,1922,69,0
5960,0,west midlands,Degree +,1956,35,1
5961,1,west midlands,GCSE/CSE/OLevel,1961,29,1
5962,0,west midlands,None,1944,47,0
5963,1,west midlands,ALevel,1943,48,0
5964,0,west midlands,None,1968,23,0
5965,0,west midlands,None,1945,46,0
5966,1,west midlands,None,1945,46,0
5967,1,west midlands,ALevel,1968,23,0
5968,1,west midlands,ALevel,1971,20,0
5969,0,west midlands,ALevel,1942,49,0
5970,1,west midlands,None,1948,43,0
5971,1,east midlands,None,1939,51,0
5972,1,east midlands,None,1912,79,0
5973,0,west midlands,Degree +,1968,23,0
5974,1,west midlands,GCSE/CSE/OLevel,1943,48,1
5975,0,west midlands,None,1946,45,1
5976,1,west midlands,None,1914,77,0
5977,1,west midlands,GCSE/CSE/OLevel,1946,45,0
5978,0,west midlands,None,1933,58,0
5979,1,west midlands,None,1937,54,0
5980,1,west midlands,ALevel,1919,72,0
5981,0,west midlands,Degree +,1923,68,0
5982,1,west midlands,None,1949,42,1
5983,0,west midlands,GCSE/CSE/OLevel,1950,41,1
5984,1,west midlands,GCSE/CSE/OLevel,1975,16,1
5985,1,west midlands,GCSE/CSE/OLevel,1960,30,1
5986,1,west midlands,None,1909,82,0
5987,0,west midlands,Degree +,1951,40,3
5988,1,west midlands,None,1954,37,3
5989,0,west midlands,None,1915,76,0
5990,1,west midlands,None,1914,77,0
5991,0,west midlands,None,1939,52,0
5992,1,west midlands,None,1921,70,0
5993,0,west midlands,None,1966,25,2
5994,1,west midlands,GCSE/CSE/OLevel,1969,22,2
5995,1,west midlands,None,1915,76,0
5996,1,west midlands,None,1923,68,0
5997,1,west midlands,GCSE/CSE/OLevel,1914,77,0
5998,1,west midlands,Degree +,1909,82,0
5999,0,west midlands,None,1931,60,0
6000,1,west midlands,ALevel,1931,60,0
6001,0,west midlands,None,1956,35,4
6002,1,west midlands,None,1960,31,4
6003,1,west midlands,Degree +,1962,29,0
6004,1,west midlands,None,1909,82,0
6005,1,west midlands,None,1926,65,0
6006,0,west midlands,Degree +,1933,58,0
6007,1,west midlands,Degree +,1941,50,0
6008,0,west midlands,Degree +,1969,22,0
6009,1,west midlands,None,1904,87,0
6010,0,west midlands,None,1951,40,0
6011,1,west midlands,GCSE/CSE/OLevel,1949,42,0
6012,0,west midlands,ALevel,1971,20,0
6013,1,west midlands,GCSE/CSE/OLevel,1974,17,0
6014,0,west midlands,Degree +,1951,40,3
6015,1,west midlands,ALevel,1955,36,3
6016,0,west midlands,None,1947,44,3
6017,1,west midlands,None,1946,45,3
6018,0,west midlands,None,1929,62,0
6019,1,north west,GCSE/CSE/OLevel,1957,34,1
6020,1,north west,None,1925,66,0
6021,0,north west,Degree +,1954,37,2
6022,1,north west,None,1956,35,2
6023,0,north west,NA,1949,42,3
6024,1,north west,None,1950,41,3
6025,0,north west,ALevel,1923,68,0
6026,1,north west,None,1930,61,0
6027,0,north west,Degree +,1955,36,0
6028,1,north west,Degree +,1957,34,0
6029,1,north west,GCSE/CSE/OLevel,1957,34,0
6030,0,north west,Degree +,1951,40,3
6031,1,north west,GCSE/CSE/OLevel,1954,37,3
6032,0,north west,None,1934,57,0
6033,1,north west,None,1939,51,0
6034,0,north west,None,1975,16,0
6035,0,north west,None,1930,61,0
6036,1,north west,None,1931,60,0
6037,1,north west,None,1920,71,0
6038,0,north west,ALevel,1936,55,0
6039,1,north west,ALevel,1936,55,0
6040,1,north west,GCSE/CSE/OLevel,1969,22,0
6041,0,north west,GCSE/CSE/OLevel,1925,66,0
6042,0,north west,None,1935,56,0
6043,1,north west,None,1936,55,0
6044,1,north west,GCSE/CSE/OLevel,1960,31,0
6045,0,north west,GCSE/CSE/OLevel,1960,31,0
6046,0,north west,None,1956,35,2
6047,1,north west,None,1963,28,2
6048,0,north west,Degree +,1931,60,1
6049,1,north west,NA,1931,60,1
6050,0,north west,GCSE/CSE/OLevel,1946,45,0
6051,1,north west,None,1948,43,0
6052,0,north west,None,1926,65,0
6053,0,north west,Degree +,1944,47,1
6054,1,north west,Degree +,1946,44,1
6055,0,north west,GCSE/CSE/OLevel,1974,17,1
6056,0,north west,None,1939,51,0
6057,1,north west,NA,1909,82,0
6058,1,north west,GCSE/CSE/OLevel,1933,58,0
6059,0,north west,NA,1938,53,0
6060,0,north west,None,1913,78,0
6061,0,north west,GCSE/CSE/OLevel,1968,23,0
6062,1,north west,Degree +,1969,21,0
6063,0,north west,GCSE/CSE/OLevel,1965,26,1
6064,1,north west,ALevel,1968,23,1
6065,0,north west,None,1931,60,0
6066,1,north west,None,1937,54,0
6067,1,north west,None,1922,69,0
6068,0,north west,Degree +,1951,40,2
6069,1,north west,GCSE/CSE/OLevel,1958,33,2
6070,1,north west,None,1934,57,0
6071,1,north west,GCSE/CSE/OLevel,1956,35,3
6072,1,north west,GCSE/CSE/OLevel,1958,33,1
6073,0,north west,ALevel,1955,36,2
6074,1,north west,None,1956,35,2
6075,0,north west,GCSE/CSE/OLevel,1974,17,2
6076,0,north west,ALevel,1964,27,1
6077,1,north west,None,1967,24,1
6078,1,north west,None,1909,82,0
6079,0,north west,None,1945,46,0
6080,1,north west,None,1950,41,0
6081,0,north west,ALevel,1969,22,0
6082,1,north west,None,1908,83,0
6083,0,north west,None,1948,43,1
6084,1,north west,ALevel,1949,42,1
6085,1,north west,GCSE/CSE/OLevel,1958,33,0
6086,0,north west,ALevel,1961,30,0
6087,1,north west,GCSE/CSE/OLevel,1964,27,2
6088,0,north west,None,1939,52,0
6089,1,north west,None,1920,71,0
6090,1,north west,None,1928,63,0
6091,0,north west,Degree +,1926,64,0
6092,0,north west,None,1966,25,0
6093,0,north west,Degree +,1964,27,0
6094,1,north west,GCSE/CSE/OLevel,1961,30,0
6095,0,north west,GCSE/CSE/OLevel,1925,66,0
6096,1,north west,GCSE/CSE/OLevel,1922,69,0
6097,1,north west,None,1935,56,0
6098,1,north west,GCSE/CSE/OLevel,1931,59,0
6099,1,north west,None,1920,70,0
6100,0,north west,ALevel,1941,50,0
6101,1,north west,GCSE/CSE/OLevel,1942,49,0
6102,1,north west,Degree +,1963,28,1
6103,0,north west,Degree +,1963,28,1
6104,1,north west,None,1953,38,2
6105,0,north west,None,1954,37,2
6106,0,north west,Degree +,1956,35,2
6107,1,north west,Degree +,1958,33,2
6108,1,north west,GCSE/CSE/OLevel,1934,56,0
6109,0,north west,ALevel,1970,21,0
6110,1,north west,Degree +,1949,42,1
6111,0,north west,ALevel,1948,43,1
6112,0,north west,GCSE/CSE/OLevel,1975,16,1
6113,1,north west,GCSE/CSE/OLevel,1941,50,0
6114,0,north west,ALevel,1936,55,0
6115,1,north west,Degree +,1970,21,0
6116,1,north west,GCSE/CSE/OLevel,1953,38,1
6117,0,north west,GCSE/CSE/OLevel,1950,41,1
6118,0,north west,None,1933,58,0
6119,1,north west,None,1909,82,0
6120,0,north west,GCSE/CSE/OLevel,1965,26,0
6121,0,north west,GCSE/CSE/OLevel,1968,23,0
6122,1,north west,GCSE/CSE/OLevel,1972,19,0
6123,0,north west,None,1904,87,0
6124,1,north west,None,1905,86,0
6125,1,north west,GCSE/CSE/OLevel,1916,75,0
6126,1,north west,GCSE/CSE/OLevel,1966,25,0
6127,0,north west,NA,1924,67,0
6128,1,north west,None,1906,85,0
6129,0,north west,None,1908,83,0
6130,0,north west,ALevel,1915,76,0
6131,1,north west,GCSE/CSE/OLevel,1910,81,0
6132,0,north west,GCSE/CSE/OLevel,1926,65,0
6133,1,north west,None,1929,62,0
6134,1,north west,GCSE/CSE/OLevel,1965,26,0
6135,1,north west,None,1920,71,0
6136,0,north west,GCSE/CSE/OLevel,1915,76,0
6137,0,north west,ALevel,1921,70,0
6138,1,north west,None,1922,69,0
6139,0,north west,GCSE/CSE/OLevel,1941,50,0
6140,1,north west,GCSE/CSE/OLevel,1948,43,0
6141,1,north west,GCSE/CSE/OLevel,1969,21,0
6142,0,north west,GCSE/CSE/OLevel,1951,40,0
6143,1,north west,None,1926,65,0
6144,0,north west,NA,1924,67,0
6145,0,north west,Degree +,1926,65,0
6146,1,north west,NA,1898,93,0
6147,1,north west,GCSE/CSE/OLevel,1950,41,0
6148,0,north west,ALevel,1947,44,0
6149,1,north west,GCSE/CSE/OLevel,1961,30,0
6150,1,north west,None,1924,67,0
6151,0,north west,None,1919,72,0
6152,0,north west,GCSE/CSE/OLevel,1937,54,0
6153,1,north west,GCSE/CSE/OLevel,1960,31,0
6154,0,north west,ALevel,1942,49,0
6155,1,north west,Degree +,1948,43,0
6156,1,north west,Degree +,1920,71,0
6157,0,north west,None,1917,74,0
6158,0,north west,ALevel,1944,47,0
6159,1,north west,GCSE/CSE/OLevel,1946,45,0
6160,0,north west,ALevel,1972,19,0
6161,0,north west,GCSE/CSE/OLevel,1975,16,0
6162,0,north west,ALevel,1952,39,1
6163,0,north west,GCSE/CSE/OLevel,1963,28,2
6164,1,north west,ALevel,1961,30,2
6165,1,north west,None,1906,85,0
6166,0,north west,Degree +,1960,31,2
6167,1,north west,GCSE/CSE/OLevel,1959,32,2
6168,0,north west,None,1934,57,0
6169,1,north west,GCSE/CSE/OLevel,1939,52,0
6170,0,north west,None,1921,70,0
6171,1,north west,None,1922,69,0
6172,0,north west,GCSE/CSE/OLevel,1930,61,0
6173,1,north west,GCSE/CSE/OLevel,1934,56,0
6174,0,north west,ALevel,1947,44,2
6175,1,north west,ALevel,1962,29,2
6176,0,north west,None,1956,35,4
6177,1,north west,NA,1953,37,4
6178,0,north west,Degree +,1931,60,0
6179,1,north west,None,1929,62,0
6180,0,north west,None,1936,55,0
6181,1,north west,GCSE/CSE/OLevel,1938,52,0
6182,1,north west,None,1962,29,0
6183,0,north west,NA,1965,26,0
6184,0,north west,GCSE/CSE/OLevel,1943,48,0
6185,1,north west,None,1944,47,0
6186,1,north west,Degree +,1960,31,1
6187,0,north west,ALevel,1936,55,0
6188,1,north west,None,1933,58,0
6189,0,north west,GCSE/CSE/OLevel,1946,45,0
6190,1,north west,GCSE/CSE/OLevel,1948,43,0
6191,0,north west,GCSE/CSE/OLevel,1971,19,0
6192,0,north west,None,1945,45,0
6193,1,north west,None,1947,44,0
6194,0,north west,None,1955,36,2
6195,1,north west,None,1954,37,2
6196,1,north west,GCSE/CSE/OLevel,1953,38,2
6197,0,north west,GCSE/CSE/OLevel,1947,44,2
6198,0,north west,GCSE/CSE/OLevel,1963,28,1
6199,1,north west,ALevel,1963,28,1
6200,0,north west,None,1948,43,0
6201,1,north west,None,1949,42,0
6202,0,north west,ALevel,1969,22,0
6203,0,north west,GCSE/CSE/OLevel,1937,54,0
6204,1,north west,Degree +,1941,50,0
6205,0,north west,ALevel,1957,34,0
6206,1,north west,None,1951,40,0
6207,1,north west,Degree +,1960,31,2
6208,1,north west,None,1908,83,0
6209,0,north west,None,1926,65,1
6210,1,north west,None,1946,45,1
6211,1,north west,Degree +,1951,40,1
6212,0,north west,GCSE/CSE/OLevel,1975,16,1
6213,0,north west,None,1923,67,0
6214,1,north west,Degree +,1911,80,0
6215,1,north west,GCSE/CSE/OLevel,1952,39,1
6216,0,north west,Degree +,1937,54,0
6217,1,north west,Degree +,1937,54,0
6218,1,north west,GCSE/CSE/OLevel,1965,26,2
6219,1,north west,None,1938,53,0
6220,0,north west,Degree +,1941,50,0
6221,1,north west,GCSE/CSE/OLevel,1942,49,0
6222,0,north west,None,1975,16,0
6223,0,north west,Degree +,1946,45,0
6224,1,north west,Degree +,1946,45,0
6225,0,north west,ALevel,1971,20,0
6226,1,north west,GCSE/CSE/OLevel,1974,17,0
6227,0,north west,ALevel,1930,61,0
6228,1,north west,None,1938,53,0
6229,1,north west,GCSE/CSE/OLevel,1919,71,0
6230,0,north west,Degree +,1920,71,0
6231,0,north west,None,1931,60,0
6232,1,north west,None,1932,59,0
6233,1,north west,GCSE/CSE/OLevel,1967,23,0
6234,1,north west,ALevel,1942,49,0
6235,0,north west,None,1963,28,0
6236,0,north west,None,1955,36,3
6237,1,north west,GCSE/CSE/OLevel,1960,31,3
6238,1,north west,None,1909,82,0
6239,0,north west,Degree +,1947,44,0
6240,0,north west,None,1948,43,0
6241,0,north west,None,1943,48,2
6242,1,north west,GCSE/CSE/OLevel,1949,42,2
6243,1,north west,Degree +,1953,38,0
6244,0,north west,None,1926,65,0
6245,0,north west,None,1960,31,0
6246,0,north west,None,1918,73,0
6247,1,north west,None,1915,76,0
6248,0,north west,None,1924,67,0
6249,0,north west,None,1953,38,0
6250,1,north west,GCSE/CSE/OLevel,1949,42,0
6251,0,north west,Degree +,1964,27,0
6252,0,north west,Degree +,1957,34,1
6253,1,north west,Degree +,1956,35,1
6254,1,north west,Degree +,1965,26,0
6255,0,north west,Degree +,1967,24,0
6256,0,north west,Degree +,1960,31,0
6257,0,north west,None,1922,69,0
6258,1,north west,None,1915,76,0
6259,1,north west,ALevel,1946,45,1
6260,0,north west,ALevel,1968,23,1
6261,0,north west,None,1942,49,0
6262,1,north west,GCSE/CSE/OLevel,1948,43,0
6263,0,north west,None,1950,41,1
6264,1,north west,GCSE/CSE/OLevel,1952,39,1
6265,0,north west,None,1934,57,0
6266,0,north west,None,1912,79,0
6267,1,north west,None,1919,72,0
6268,0,north west,None,1955,36,0
6269,1,north west,None,1932,59,0
6270,0,north west,None,1960,31,3
6271,1,north west,None,1960,31,3
6272,0,north west,None,1961,30,1
6273,1,north west,Degree +,1962,29,1
6274,1,north west,None,1925,66,0
6275,1,north west,None,1927,64,0
6276,0,north west,None,1961,30,1
6277,1,north west,None,1952,39,1
6278,1,north west,GCSE/CSE/OLevel,1975,16,1
6279,1,north west,None,1938,53,0
6280,1,north west,None,1929,61,0
6281,0,north west,Degree +,1956,35,3
6282,1,north west,Degree +,1956,35,3
6283,0,north west,Degree +,1964,27,0
6284,1,north west,ALevel,1968,23,0
6285,0,north west,GCSE/CSE/OLevel,1945,46,1
6286,1,north west,Degree +,1963,28,1
6287,0,north west,GCSE/CSE/OLevel,1924,67,0
6288,0,north west,GCSE/CSE/OLevel,1962,29,0
6289,1,north west,GCSE/CSE/OLevel,1944,46,1
6290,0,north west,None,1975,16,1
6291,0,north west,Degree +,1953,37,2
6292,1,north west,Degree +,1954,37,2
6293,1,north west,None,1959,32,4
6294,0,north west,None,1920,71,0
6295,1,north west,None,1925,66,0
6296,1,north west,None,1906,85,0
6297,1,north west,None,1946,45,0
6298,1,north west,GCSE/CSE/OLevel,1966,25,0
6299,1,north west,GCSE/CSE/OLevel,1969,22,0
6300,0,north west,GCSE/CSE/OLevel,1960,31,2
6301,1,north west,GCSE/CSE/OLevel,1960,31,2
6302,0,north west,ALevel,1920,71,0
6303,1,north west,GCSE/CSE/OLevel,1925,66,0
6304,0,north west,None,1934,57,0
6305,1,north west,None,1936,55,0
6306,1,north west,None,1925,66,0
6307,0,north west,None,1924,67,0
6308,1,north west,None,1929,62,0
6309,0,north west,None,1913,77,0
6310,0,north west,None,1905,86,0
6311,0,north west,None,1941,50,0
6312,1,north west,GCSE/CSE/OLevel,1948,43,0
6313,0,north west,GCSE/CSE/OLevel,1972,19,0
6314,1,north west,GCSE/CSE/OLevel,1948,43,1
6315,0,north west,GCSE/CSE/OLevel,1972,19,1
6316,1,north west,GCSE/CSE/OLevel,1972,19,1
6317,0,north west,Degree +,1956,35,0
6318,1,north west,GCSE/CSE/OLevel,1965,26,0
6319,1,north west,Degree +,1963,28,0
6320,0,north west,Degree +,1944,47,0
6321,1,north west,None,1947,44,0
6322,1,north west,GCSE/CSE/OLevel,1971,20,0
6323,0,north west,ALevel,1946,45,0
6324,1,north west,None,1938,53,0
6325,1,north west,GCSE/CSE/OLevel,1941,50,0
6326,0,north west,Degree +,1960,30,0
6327,1,north west,None,1908,83,0
6328,0,north west,NA,1963,28,2
6329,1,north west,ALevel,1964,27,2
6330,1,north west,None,1920,70,0
6331,0,north west,None,1945,46,0
6332,1,north west,None,1950,41,0
6333,0,north west,GCSE/CSE/OLevel,1973,17,0
6334,0,north west,GCSE/CSE/OLevel,1975,16,0
6335,1,north west,None,1939,52,0
6336,0,north west,None,1916,75,0
6337,1,north west,None,1919,71,0
6338,0,north west,None,1957,34,5
6339,1,north west,GCSE/CSE/OLevel,1959,32,5
6340,0,north west,None,1934,57,0
6341,0,north west,GCSE/CSE/OLevel,1962,29,3
6342,1,north west,GCSE/CSE/OLevel,1964,27,3
6343,1,north west,Degree +,1964,27,1
6344,0,north west,ALevel,1956,35,1
6345,1,north west,GCSE/CSE/OLevel,1943,48,0
6346,1,north west,GCSE/CSE/OLevel,1973,18,0
6347,1,north west,GCSE/CSE/OLevel,1973,18,0
6348,1,north west,None,1945,46,1
6349,0,north west,None,1972,19,1
6350,0,north west,None,1918,73,0
6351,1,north west,None,1928,63,0
6352,0,north west,ALevel,1932,59,0
6353,1,north west,None,1932,59,0
6354,1,north west,GCSE/CSE/OLevel,1962,29,3
6355,0,north west,None,1943,48,0
6356,0,north west,None,1928,63,0
6357,1,north west,None,1924,67,0
6358,1,north west,None,1930,61,0
6359,0,north west,None,1939,52,0
6360,0,north west,None,1911,80,0
6361,1,north west,NA,1915,76,0
6362,0,north west,Degree +,1944,46,2
6363,0,north west,GCSE/CSE/OLevel,1974,17,2
6364,1,north west,None,1932,59,0
6365,0,north west,None,1932,59,0
6366,0,north west,ALevel,1968,23,0
6367,0,north west,GCSE/CSE/OLevel,1957,34,0
6368,0,north west,None,1955,36,2
6369,1,north west,None,1954,37,2
6370,1,north west,None,1910,81,0
6371,0,north west,None,1925,66,0
6372,1,north west,None,1931,60,0
6373,1,north west,None,1906,85,0
6374,0,north west,Degree +,1920,71,0
6375,1,north west,None,1924,66,0
6376,0,north west,None,1954,37,2
6377,1,north west,None,1954,36,2
6378,1,north west,None,1913,78,0
6379,1,north west,None,1911,80,0
6380,1,north west,GCSE/CSE/OLevel,1956,35,2
6381,1,north west,None,1917,74,0
6382,1,north west,None,1955,36,2
6383,1,north west,NA,1975,16,2
6384,1,north west,None,1920,71,0
6385,1,north west,GCSE/CSE/OLevel,1957,34,0
